time,ticker,averagePrice,shares,value
1618485602971,MMDA1,,1098.4,1098.4
1618485602971,EBS,93.79,4,297.88
1618485602971,AMD,66.902,18,1431.9
1618485602971,SPY,348.185,4,1652.76
1618485602971,GME,380,1,162.99
1618485602971,VBK,233.753,3,847.17
1618485602971,VISL,3.263,465,1171.8
1618485602971,TSM,109.15,4,486.4
1618485602971,NIO,42.059,16,597.6
1618485602971,BA,471.8,2,508.52
1618485602971,CCIV,35.766,16,348.32
1618485602971,AMC,13.11,10,97.6
1618485602971,TLRY,21.81,20,350.8
1618485602971,JETS,17.265,10,270.1
1618485602971,VNQ,80.836,5,473
1618485602971,PLTR,26.875,20,479.8
1618485602971,MARA,37.9,18,776.16
1618485602971,SOL,20.951,18,182.7
1618485602971,JMIA,37.52,8,284
1618485903459,TAN,71.648,10,851
1618485903460,AAPL,116.75,6,799.56
1618485903460,MSFT,220.34,4,1029.12
1618485903460,CCIV,35.766,16,348.32
1618485903460,TSLA,431.0525,4,2956.64
1618485903460,MMDA1,,1098.4,1098.4
1618485903460,AMC,13.11,10,97.5
1618485903460,TLRY,21.81,20,351.2
1618485903460,JETS,17.265,10,270.1
1618485903460,AMD,66.902,18,1434.6
1618485903460,VNQ,80.836,5,472.55
1618485903460,SPY,348.185,4,1652.76
1618485903460,VBK,233.753,3,847.17
1618485903460,PLTR,26.875,20,479.6
1618485903460,MARA,37.9,18,775.26
1618485903460,VISL,3.263,465,1171.8
1618485903460,SOL,20.951,18,182.7
1618485903460,JMIA,37.52,8,285.2
1618485903460,SNDL,.395,300,272.97
1618485903460,FRX,10.39,100,997
1618485903460,COIN,380,1,350.6
1618485903460,EBS,93.79,4,297.88
1618485903460,GME,380,1,163.4
1618485903460,TSM,109.15,4,484.8
1618485903460,NIO,42.059,16,598.72
1618485903460,BA,471.8,2,508.46
1618486202900,TAN,71.648,10,851
1618486202904,AAPL,116.75,6,799.8
1618486202904,SNDL,.395,300,273.99
1618486202904,FRX,10.39,100,997
1618486202904,COIN,380,1,352.25
1618486202904,MSFT,220.34,4,1029.4
1618486202904,TSLA,431.0525,4,2956.8
1618486202904,MMDA1,,1098.4,1098.4
1618486202904,EBS,93.79,4,297.88
1618486202904,AMD,66.902,18,1437.3
1618486202904,SPY,348.185,4,1652.76
1618486202904,GME,380,1,163.9
1618486202904,VBK,233.753,3,847.17
1618486202904,VISL,3.263,465,1171.8
1618486202904,TSM,109.15,4,486
1618486202904,NIO,42.059,16,599.2
1618486202904,BA,471.8,2,508.66
1618486202904,CCIV,35.766,16,348.48
1618486202904,AMC,13.11,10,96.5
1618486202904,TLRY,21.81,20,351.2
1618486202904,JETS,17.265,10,270.1
1618486202904,VNQ,80.836,5,472.55
1618486202904,PLTR,26.875,20,479.6
1618486202904,MARA,37.9,18,776.34
1618486202904,SOL,20.951,18,180.36
1618486202904,JMIA,37.52,8,284
1618486503364,TAN,71.648,10,851
1618486503369,AAPL,116.75,6,799.56
1618486503369,SNDL,.395,300,273.99
1618486503369,FRX,10.39,100,997
1618486503369,COIN,380,1,354.12
1618486503369,MSFT,220.34,4,1028.64
1618486503369,TSLA,431.0525,4,2953.96
1618486503369,MMDA1,,1098.4,1098.4
1618486503369,EBS,93.79,4,297.88
1618486503369,AMD,66.902,18,1434.42
1618486503369,SPY,348.185,4,1652.48
1618486503369,GME,380,1,164
1618486503369,VBK,233.753,3,847.17
1618486503369,VISL,3.263,465,1171.8
1618486503369,TSM,109.15,4,486
1618486503369,NIO,42.059,16,598.08
1618486503369,BA,471.8,2,508.46
1618486503369,CCIV,35.766,16,348.48
1618486503369,AMC,13.11,10,97.1
1618486503369,TLRY,21.81,20,350
1618486503369,JETS,17.265,10,270.1
1618486503369,VNQ,80.836,5,472.55
1618486503369,PLTR,26.875,20,479.6
1618486503369,MARA,37.9,18,778.68
1618486503369,SOL,20.951,18,180.54
1618486503369,JMIA,37.52,8,284
1618486802846,TAN,71.648,10,851
1618486802849,AAPL,116.75,6,799.8
1618486802849,MSFT,220.34,4,1028.64
1618486802849,CCIV,35.766,16,348.32
1618486802849,TSLA,431.0525,4,2956
1618486802849,MMDA1,,1098.4,1098.4
1618486802849,AMC,13.11,10,96.8
1618486802849,TLRY,21.81,20,352
1618486802849,JETS,17.265,10,270.1
1618486802849,AMD,66.902,18,1434.6
1618486802849,VNQ,80.836,5,472.55
1618486802849,SPY,348.185,4,1652.48
1618486802849,VBK,233.753,3,847.17
1618486802849,PLTR,26.875,20,479.2
1618486802849,MARA,37.9,18,781.74
1618486802849,VISL,3.263,465,1171.8
1618486802849,SOL,20.951,18,180.54
1618486802849,JMIA,37.52,8,285.44
1618486802849,SNDL,.395,300,274.05
1618486802849,FRX,10.39,100,997
1618486802849,COIN,380,1,353.5
1618486802850,EBS,93.79,4,297.88
1618486802850,GME,380,1,164
1618486802850,TSM,109.15,4,486.04
1618486802850,NIO,42.059,16,597.92
1618486802850,BA,471.8,2,508.9
1618487103470,TAN,71.648,10,851
1618487103472,AAPL,116.75,6,800.22
1618487103472,SNDL,.395,300,274.05
1618487103472,FRX,10.39,100,997
1618487103472,COIN,380,1,354.72
1618487103472,MSFT,220.34,4,1029.72
1618487103472,TSLA,431.0525,4,2956
1618487103472,MMDA1,,1098.4,1098.4
1618487103472,EBS,93.79,4,297.88
1618487103472,AMD,66.902,18,1432.8
1618487103472,SPY,348.185,4,1653.36
1618487103472,GME,380,1,163.51
1618487103472,VBK,233.753,3,847.17
1618487103472,VISL,3.263,465,1162.5
1618487103473,TSM,109.15,4,486.2
1618487103473,NIO,42.059,16,598.72
1618487103473,BA,471.8,2,509.2
1618487103473,CCIV,35.766,16,348.8
1618487103473,AMC,13.11,10,96.6
1618487103473,TLRY,21.81,20,352.2
1618487103473,JETS,17.265,10,270.1
1618487103473,VNQ,80.836,5,472.55
1618487103473,PLTR,26.875,20,479.6
1618487103473,MARA,37.9,18,780.84
1618487103473,SOL,20.951,18,180.54
1618487103473,JMIA,37.52,8,284.16
1618487402916,TAN,71.648,10,860
1618487402920,AAPL,116.75,6,800.16
1618487402920,SNDL,.395,300,274.02
1618487402920,FRX,10.39,100,997
1618487402920,COIN,380,1,352
1618487402920,MSFT,220.34,4,1029.8
1618487402920,TSLA,431.0525,4,2956
1618487402920,MMDA1,,1098.4,1098.4
1618487402920,EBS,93.79,4,297.88
1618487402920,AMD,66.902,18,1435.68
1618487402921,SPY,348.185,4,1654.36
1618487402921,GME,380,1,163.98
1618487402921,VBK,233.753,3,847.17
1618487402921,VISL,3.263,465,1162.5
1618487402921,TSM,109.15,4,486.24
1618487402921,NIO,42.059,16,598.88
1618487402921,BA,471.8,2,508.64
1618487402921,CCIV,35.766,16,348.8
1618487402921,AMC,13.11,10,96.7
1618487402921,TLRY,21.81,20,352
1618487402921,JETS,17.265,10,270.1
1618487402921,VNQ,80.836,5,472.55
1618487402921,PLTR,26.875,20,482
1618487402921,MARA,37.9,18,784.8
1618487402921,SOL,20.951,18,180.54
1618487402921,JMIA,37.52,8,284.16
1618487702475,TAN,71.648,10,851
1618487702477,AAPL,116.75,6,799.68
1618487702477,MSFT,220.34,4,1029.88
1618487702477,CCIV,35.766,16,348.8
1618487702477,TSLA,431.0525,4,2956.04
1618487702477,MMDA1,,1098.4,1098.4
1618487702477,AMC,13.11,10,96.7
1618487702477,TLRY,21.81,20,352.4
1618487702478,JETS,17.265,10,270.1
1618487702478,AMD,66.902,18,1436.76
1618487702478,VNQ,80.836,5,472.55
1618487702478,SPY,348.185,4,1654.24
1618487702478,VBK,233.753,3,847.17
1618487702478,PLTR,26.875,20,481.4
1618487702478,MARA,37.9,18,785.34
1618487702478,VISL,3.263,465,1162.5
1618487702478,SOL,20.951,18,180.54
1618487702478,JMIA,37.52,8,286
1618487702478,SNDL,.395,300,274.26
1618487702478,FRX,10.39,100,997
1618487702478,COIN,380,1,349.22
1618487702478,EBS,93.79,4,297.88
1618487702478,GME,380,1,164
1618487702478,TSM,109.15,4,485.8
1618487702478,NIO,42.059,16,599.36
1618487702478,BA,471.8,2,508.8
1618488002967,TAN,71.648,10,851
1618488002972,AAPL,116.75,6,799.38
1618488002972,SNDL,.395,300,276.6
1618488002972,FRX,10.39,100,997
1618488002972,COIN,380,1,348.5
1618488002972,MSFT,220.34,4,1030.6
1618488002972,TSLA,431.0525,4,2962
1618488002972,MMDA1,,1098.4,1098.4
1618488002972,EBS,93.79,4,297.88
1618488002972,AMD,66.902,18,1436.04
1618488002972,SPY,348.185,4,1654.6
1618488002972,GME,380,1,163.95
1618488002972,VBK,233.753,3,847.17
1618488002972,VISL,3.263,465,1162.5
1618488002972,TSM,109.15,4,485.6
1618488002972,NIO,42.059,16,600
1618488002972,BA,471.8,2,508.64
1618488002972,CCIV,35.766,16,348.96
1618488002972,AMC,13.11,10,96.8
1618488002972,TLRY,21.81,20,352.4
1618488002972,JETS,17.265,10,270.1
1618488002972,VNQ,80.836,5,472.55
1618488002972,PLTR,26.875,20,480.8
1618488002972,MARA,37.9,18,785.88
1618488002972,SOL,20.951,18,180.54
1618488002972,JMIA,37.52,8,286.4
1618488302782,TAN,71.648,10,858
1618488302787,AAPL,116.75,6,800.1
1618488302788,MSFT,220.34,4,1030.92
1618488302788,CCIV,35.766,16,348.8
1618488302788,TSLA,431.0525,4,2969.04
1618488302788,MMDA1,,1098.4,1098.4
1618488302788,AMC,13.11,10,96.9
1618488302788,TLRY,21.81,20,352.6
1618488302788,JETS,17.265,10,270.5
1618488302788,AMD,66.902,18,1436.04
1618488302788,VNQ,80.836,5,472.55
1618488302788,SPY,348.185,4,1654.44
1618488302788,VBK,233.753,3,847.17
1618488302788,PLTR,26.875,20,481.4
1618488302788,MARA,37.9,18,793.8
1618488302788,VISL,3.263,465,1167.15
1618488302788,SOL,20.951,18,180.54
1618488302788,JMIA,37.52,8,286.4
1618488302788,SNDL,.395,300,274.5
1618488302788,FRX,10.39,100,997
1618488302788,COIN,380,1,349.03
1618488302788,EBS,93.79,4,297.88
1618488302788,GME,380,1,164.99
1618488302788,TSM,109.15,4,485.6
1618488302788,NIO,42.059,16,600
1618488302788,BA,471.8,2,509
1618488603274,TAN,71.648,10,852
1618488603276,AAPL,116.75,6,800.04
1618488603276,SNDL,.395,300,275.91
1618488603276,FRX,10.39,100,997
1618488603276,COIN,380,1,350
1618488603276,MSFT,220.34,4,1030.8
1618488603276,TSLA,431.0525,4,2972.44
1618488603276,MMDA1,,1098.4,1098.4
1618488603276,EBS,93.79,4,297.88
1618488603276,AMD,66.902,18,1437.3
1618488603276,SPY,348.185,4,1654.72
1618488603276,GME,380,1,164.48
1618488603276,VBK,233.753,3,847.17
1618488603276,VISL,3.263,465,1162.5
1618488603276,TSM,109.15,4,486
1618488603276,NIO,42.059,16,600.8
1618488603276,BA,471.8,2,509.5
1618488603276,CCIV,35.766,16,348.96
1618488603276,AMC,13.11,10,97.1
1618488603276,TLRY,21.81,20,352.4
1618488603276,JETS,17.265,10,271.6
1618488603276,VNQ,80.836,5,472.55
1618488603276,PLTR,26.875,20,482
1618488603276,MARA,37.9,18,800.1
1618488603276,SOL,20.951,18,180.54
1618488603276,JMIA,37.52,8,286.4
1618488902766,TAN,71.648,10,852
1618488902769,AAPL,116.75,6,800.88
1618488902769,SNDL,.395,300,275.1
1618488902769,FRX,10.39,100,997
1618488902769,COIN,380,1,352
1618488902769,MSFT,220.34,4,1030.88
1618488902769,TSLA,431.0525,4,2978.4
1618488902769,MMDA1,,1098.4,1098.4
1618488902769,EBS,93.79,4,297.88
1618488902769,AMD,66.902,18,1437.12
1618488902769,SPY,348.185,4,1655.04
1618488902770,GME,380,1,164.79
1618488902770,VBK,233.753,3,847.17
1618488902770,VISL,3.263,465,1162.5
1618488902770,TSM,109.15,4,485.44
1618488902770,NIO,42.059,16,600.96
1618488902770,BA,471.8,2,509.5
1618488902770,CCIV,35.766,16,349.12
1618488902770,AMC,13.11,10,97.1
1618488902770,TLRY,21.81,20,352.2
1618488902770,JETS,17.265,10,271.6
1618488902770,VNQ,80.836,5,472.55
1618488902770,PLTR,26.875,20,482.6
1618488902770,MARA,37.9,18,805.5
1618488902770,SOL,20.951,18,181.8
1618488902770,JMIA,37.52,8,288.8
1618489203320,TAN,71.648,10,860
1618489203322,AAPL,116.75,6,802.14
1618489203322,SNDL,.395,300,275.85
1618489203322,FRX,10.39,100,997
1618489203322,COIN,380,1,353.38
1618489203322,MSFT,220.34,4,1030.88
1618489203323,TSLA,431.0525,4,2977.04
1618489203323,MMDA1,,1098.4,1098.4
1618489203323,EBS,93.79,4,297.88
1618489203323,AMD,66.902,18,1437.3
1618489203323,SPY,348.185,4,1655.52
1618489203323,GME,380,1,164.75
1618489203323,VBK,233.753,3,847.17
1618489203323,VISL,3.263,465,1171.8
1618489203323,TSM,109.15,4,485.72
1618489203323,NIO,42.059,16,601.28
1618489203323,BA,471.8,2,509.1
1618489203323,CCIV,35.766,16,349.6
1618489203323,AMC,13.11,10,97.8
1618489203323,TLRY,21.81,20,353.2
1618489203323,JETS,17.265,10,271.3
1618489203323,VNQ,80.836,5,472.55
1618489203323,PLTR,26.875,20,483.4
1618489203323,MARA,37.9,18,804.6
1618489203323,SOL,20.951,18,181.98
1618489203323,JMIA,37.52,8,287.2
1618489502849,TAN,71.648,10,860
1618489502850,AAPL,116.75,6,801.6
1618489502850,SNDL,.395,300,275.7
1618489502850,FRX,10.39,100,997
1618489502850,COIN,380,1,353
1618489502850,MSFT,220.34,4,1031.08
1618489502850,TSLA,431.0525,4,2974.2
1618489502850,MMDA1,,1098.4,1098.4
1618489502850,EBS,93.79,4,297.88
1618489502850,AMD,66.902,18,1436.76
1618489502850,SPY,348.185,4,1655.04
1618489502850,GME,380,1,164.9
1618489502850,VBK,233.753,3,847.17
1618489502850,VISL,3.263,465,1171.8
1618489502850,TSM,109.15,4,486
1618489502850,NIO,42.059,16,600.32
1618489502850,BA,471.8,2,508.42
1618489502850,CCIV,35.766,16,349.6
1618489502850,AMC,13.11,10,97.7
1618489502850,TLRY,21.81,20,353.2
1618489502850,JETS,17.265,10,271.2
1618489502850,VNQ,80.836,5,472.55
1618489502850,PLTR,26.875,20,484
1618489502850,MARA,37.9,18,796.5
1618489502850,SOL,20.951,18,181.98
1618489502850,JMIA,37.52,8,287.44
1618489803338,TAN,71.648,10,860
1618489803341,AAPL,116.75,6,800.88
1618489803342,MSFT,220.34,4,1030
1618489803342,CCIV,35.766,16,349.44
1618489803342,TSLA,431.0525,4,2972.2
1618489803342,MMDA1,,1098.4,1098.4
1618489803342,AMC,13.11,10,98.2
1618489803342,TLRY,21.81,20,354.2
1618489803342,JETS,17.265,10,270.9
1618489803342,AMD,66.902,18,1437.12
1618489803342,VNQ,80.836,5,472.55
1618489803342,SPY,348.185,4,1654.8
1618489803342,VBK,233.753,3,847.17
1618489803342,PLTR,26.875,20,484.6
1618489803342,MARA,37.9,18,795.96
1618489803342,VISL,3.263,465,1171.8
1618489803342,SOL,20.951,18,181.98
1618489803342,JMIA,37.52,8,287.52
1618489803342,SNDL,.395,300,274.53
1618489803342,FRX,10.39,100,997
1618489803342,COIN,380,1,350.4
1618489803342,EBS,93.79,4,297.88
1618489803342,GME,380,1,164.7
1618489803342,TSM,109.15,4,486.16
1618489803342,NIO,42.059,16,600.16
1618489803342,BA,471.8,2,508.42
1618490102917,TAN,71.648,10,860
1618490102918,AAPL,116.75,6,801.6
1618490102918,SNDL,.395,300,274.59
1618490102918,FRX,10.39,100,997
1618490102918,COIN,380,1,350.12
1618490102918,MSFT,220.34,4,1031.4
1618490102918,TSLA,431.0525,4,2978.2
1618490102918,MMDA1,,1098.4,1098.4
1618490102918,EBS,93.79,4,297.88
1618490102918,AMD,66.902,18,1438.56
1618490102918,SPY,348.185,4,1656.04
1618490102918,GME,380,1,164.89
1618490102918,VBK,233.753,3,847.17
1618490102918,VISL,3.263,465,1176.45
1618490102918,TSM,109.15,4,486.8
1618490102918,NIO,42.059,16,602.08
1618490102918,BA,471.8,2,508.5
1618490102918,CCIV,35.766,16,349.44
1618490102918,AMC,13.11,10,98.4
1618490102918,TLRY,21.81,20,355.6
1618490102918,JETS,17.265,10,270.9
1618490102918,VNQ,80.836,5,472.8
1618490102918,PLTR,26.875,20,485.4
1618490102919,MARA,37.9,18,799.38
1618490102919,SOL,20.951,18,180.36
1618490102919,JMIA,37.52,8,287.52
1618490403496,TAN,71.648,10,860
1618490403497,AAPL,116.75,6,801.78
1618490403497,SNDL,.395,300,274.8
1618490403497,FRX,10.39,100,997
1618490403497,COIN,380,1,353.5
1618490403497,MSFT,220.34,4,1032
1618490403497,TSLA,431.0525,4,2976.44
1618490403497,MMDA1,,1098.4,1098.4
1618490403497,EBS,93.79,4,298
1618490403497,AMD,66.902,18,1439.6399999999999
1618490403497,SPY,348.185,4,1655.44
1618490403497,GME,380,1,164.5
1618490403497,VBK,233.753,3,847.17
1618490403497,VISL,3.263,465,1176.45
1618490403497,TSM,109.15,4,487
1618490403497,NIO,42.059,16,602.24
1618490403497,BA,471.8,2,508.62
1618490403497,CCIV,35.766,16,349.6
1618490403497,AMC,13.11,10,98.8
1618490403497,TLRY,21.81,20,357
1618490403497,JETS,17.265,10,270.9
1618490403497,VNQ,80.836,5,472.8
1618490403497,PLTR,26.875,20,485
1618490403497,MARA,37.9,18,802.98
1618490403498,SOL,20.951,18,180.36
1618490403498,JMIA,37.52,8,288
1618490703014,TAN,71.648,10,860
1618490703016,AAPL,116.75,6,801.96
1618490703016,MSFT,220.34,4,1031.6
1618490703016,CCIV,35.766,16,349.6
1618490703016,TSLA,431.0525,4,2974.8
1618490703016,MMDA1,,1098.4,1098.4
1618490703016,AMC,13.11,10,98.1
1618490703016,TLRY,21.81,20,357.4
1618490703016,JETS,17.265,10,270.7
1618490703017,AMD,66.902,18,1439.82
1618490703017,VNQ,80.836,5,472.8
1618490703017,SPY,348.185,4,1655.28
1618490703017,VBK,233.753,3,847.17
1618490703017,PLTR,26.875,20,485.2
1618490703017,MARA,37.9,18,801
1618490703017,VISL,3.263,465,1176.45
1618490703017,SOL,20.951,18,180.36
1618490703017,JMIA,37.52,8,287.04
1618490703017,SNDL,.395,300,275.1
1618490703017,FRX,10.39,100,997
1618490703017,COIN,380,1,353.65
1618490703017,EBS,93.79,4,298
1618490703017,GME,380,1,164.5
1618490703017,TSM,109.15,4,487.28
1618490703017,NIO,42.059,16,602.08
1618490703017,BA,471.8,2,508.62
1618491002474,TAN,71.648,10,860
1618491002477,AAPL,116.75,6,802.2
1618491002478,MSFT,220.34,4,1032
1618491002478,CCIV,35.766,16,348.96
1618491002478,TSLA,431.0525,4,2977
1618491002478,MMDA1,,1098.4,1098.4
1618491002478,AMC,13.11,10,98.3
1618491002478,TLRY,21.81,20,356
1618491002478,JETS,17.265,10,270.1
1618491002478,AMD,66.902,18,1441.62
1618491002478,VNQ,80.836,5,472.8
1618491002478,SPY,348.185,4,1655.16
1618491002478,VBK,233.753,3,847.17
1618491002478,PLTR,26.875,20,484.4
1618491002478,MARA,37.9,18,794.88
1618491002478,VISL,3.263,465,1176.45
1618491002478,SOL,20.951,18,181.08
1618491002478,JMIA,37.52,8,287.04
1618491002478,SNDL,.395,300,273.06
1618491002478,FRX,10.39,100,997
1618491002478,COIN,380,1,349.75
1618491002478,EBS,93.79,4,298.8
1618491002478,GME,380,1,164.46
1618491002478,TSM,109.15,4,488.4
1618491002478,NIO,42.059,16,602.08
1618491002478,BA,471.8,2,508.08
1618491302981,TAN,71.648,10,860
1618491302983,AAPL,116.75,6,801.96
1618491302983,SNDL,.395,300,273.48
1618491302983,FRX,10.39,100,997
1618491302983,COIN,380,1,349.24
1618491302983,MSFT,220.34,4,1031.96
1618491302983,TSLA,431.0525,4,2977.4
1618491302983,MMDA1,,1098.4,1098.4
1618491302983,EBS,93.79,4,300
1618491302983,AMD,66.902,18,1441.98
1618491302983,SPY,348.185,4,1654.88
1618491302983,GME,380,1,164.54
1618491302983,VBK,233.753,3,847.17
1618491302983,VISL,3.263,465,1171.8
1618491302983,TSM,109.15,4,488.36
1618491302983,NIO,42.059,16,602.08
1618491302983,BA,471.8,2,508.1
1618491302983,CCIV,35.766,16,348.96
1618491302983,AMC,13.11,10,98.5
1618491302983,TLRY,21.81,20,355
1618491302983,JETS,17.265,10,270.1
1618491302983,VNQ,80.836,5,472.8
1618491302983,PLTR,26.875,20,483
1618491302984,MARA,37.9,18,792
1618491302984,SOL,20.951,18,181.08
1618491302984,JMIA,37.52,8,287.04
1618491603490,TAN,71.648,10,860
1618491603491,AAPL,116.75,6,802.02
1618491603491,MSFT,220.34,4,1031.92
1618491603491,CCIV,35.766,16,349.12
1618491603491,TSLA,431.0525,4,2974.44
1618491603491,MMDA1,,1098.4,1098.4
1618491603491,AMC,13.11,10,98.3
1618491603491,TLRY,21.81,20,355.2
1618491603491,JETS,17.265,10,270.2
1618491603491,AMD,66.902,18,1441.08
1618491603491,VNQ,80.836,5,472.8
1618491603491,SPY,348.185,4,1655.12
1618491603491,VBK,233.753,3,847.17
1618491603491,PLTR,26.875,20,483.6
1618491603491,MARA,37.9,18,795.78
1618491603491,VISL,3.263,465,1171.8
1618491603491,SOL,20.951,18,181.08
1618491603492,JMIA,37.52,8,287.04
1618491603492,SNDL,.395,300,273.87
1618491603492,FRX,10.39,100,997
1618491603492,COIN,380,1,349.51
1618491603492,EBS,93.79,4,300
1618491603492,GME,380,1,164.7
1618491603492,TSM,109.15,4,488.56
1618491603492,NIO,42.059,16,600.64
1618491603492,BA,471.8,2,508.1
1618491903012,TAN,71.648,10,855
1618491903014,AAPL,116.75,6,801.42
1618491903014,SNDL,.395,300,273.6
1618491903014,FRX,10.39,100,997
1618491903014,COIN,380,1,348.31
1618491903014,MSFT,220.34,4,1031.08
1618491903014,TSLA,431.0525,4,2970.48
1618491903014,MMDA1,,1098.4,1098.4
1618491903014,EBS,93.79,4,300
1618491903014,AMD,66.902,18,1440.18
1618491903014,SPY,348.185,4,1654.88
1618491903014,GME,380,1,165.4
1618491903014,VBK,233.753,3,847.17
1618491903014,VISL,3.263,465,1167.15
1618491903014,TSM,109.15,4,489.2
1618491903014,NIO,42.059,16,598.24
1618491903014,BA,471.8,2,507.6
1618491903014,CCIV,35.766,16,348.8
1618491903014,AMC,13.11,10,98.7
1618491903014,TLRY,21.81,20,355.2
1618491903014,JETS,17.265,10,270.3
1618491903014,VNQ,80.836,5,473
1618491903014,PLTR,26.875,20,482.6
1618491903014,MARA,37.9,18,794.34
1618491903014,SOL,20.951,18,181.08
1618491903014,JMIA,37.52,8,288
1618492202598,TAN,71.648,10,855
1618492202598,AAPL,116.75,6,801
1618492202599,SNDL,.395,300,273
1618492202599,FRX,10.39,100,997
1618492202599,COIN,380,1,347.07
1618492202599,MSFT,220.34,4,1031.08
1618492202599,TSLA,431.0525,4,2968.04
1618492202599,MMDA1,,1098.4,1098.4
1618492202599,EBS,93.79,4,300
1618492202599,AMD,66.902,18,1439.82
1618492202599,SPY,348.185,4,1654.24
1618492202599,GME,380,1,165.45
1618492202599,VBK,233.753,3,847.17
1618492202599,VISL,3.263,465,1176.45
1618492202599,TSM,109.15,4,488
1618492202599,NIO,42.059,16,598.56
1618492202599,BA,471.8,2,507.2
1618492202599,CCIV,35.766,16,348.8
1618492202599,AMC,13.11,10,97.9
1618492202599,TLRY,21.81,20,355.6
1618492202599,JETS,17.265,10,270.4
1618492202599,VNQ,80.836,5,473.35
1618492202599,PLTR,26.875,20,482.2
1618492202599,MARA,37.9,18,787.68
1618492202599,SOL,20.951,18,181.08
1618492202599,JMIA,37.52,8,286.4
1618492503255,TAN,71.648,10,855
1618492503256,AAPL,116.75,6,801.3
1618492503256,SNDL,.395,300,273
1618492503256,FRX,10.39,100,997
1618492503256,COIN,380,1,346.52
1618492503256,MSFT,220.34,4,1031.4
1618492503256,TSLA,431.0525,4,2970
1618492503256,MMDA1,,1098.4,1098.4
1618492503256,EBS,93.79,4,300
1618492503256,AMD,66.902,18,1441.98
1618492503256,SPY,348.185,4,1654.92
1618492503257,GME,380,1,166
1618492503257,VBK,233.753,3,847.17
1618492503257,VISL,3.263,465,1171.8
1618492503257,TSM,109.15,4,488.56
1618492503257,NIO,42.059,16,598.24
1618492503257,BA,471.8,2,508.2
1618492503257,CCIV,35.766,16,348.96
1618492503257,AMC,13.11,10,98
1618492503257,TLRY,21.81,20,358
1618492503257,JETS,17.265,10,271.1
1618492503257,VNQ,80.836,5,473.35
1618492503257,PLTR,26.875,20,483.4
1618492503257,MARA,37.9,18,786.6
1618492503257,SOL,20.951,18,181.08
1618492503257,JMIA,37.52,8,286.4
1618492802790,TAN,71.648,10,855
1618492802795,AAPL,116.75,6,801.48
1618492802796,SNDL,.395,300,272.58
1618492802796,FRX,10.39,100,997
1618492802796,COIN,380,1,343.89
1618492802796,MSFT,220.34,4,1031.72
1618492802796,TSLA,431.0525,4,2964.84
1618492802796,MMDA1,,1098.4,1098.4
1618492802796,EBS,93.79,4,300
1618492802796,AMD,66.902,18,1440.18
1618492802796,SPY,348.185,4,1654.96
1618492802796,GME,380,1,166
1618492802796,VBK,233.753,3,847.17
1618492802796,VISL,3.263,465,1171.8
1618492802796,TSM,109.15,4,488.6
1618492802796,NIO,42.059,16,596.64
1618492802796,BA,471.8,2,507.7
1618492802796,CCIV,35.766,16,348.8
1618492802796,AMC,13.11,10,97.4
1618492802796,TLRY,21.81,20,358.8
1618492802796,JETS,17.265,10,271.1
1618492802796,VNQ,80.836,5,473.35
1618492802796,PLTR,26.875,20,482.2
1618492802796,MARA,37.9,18,788.76
1618492802796,SOL,20.951,18,181.08
1618492802796,JMIA,37.52,8,286.4
1618493103393,TAN,71.648,10,853.3
1618493103394,AAPL,116.75,6,801.6
1618493103394,MSFT,220.34,4,1030.92
1618493103394,CCIV,35.766,16,349.12
1618493103394,TSLA,431.0525,4,2960.2
1618493103394,MMDA1,,1098.4,1098.4
1618493103394,AMC,13.11,10,98.5
1618493103394,TLRY,21.81,20,356.6
1618493103394,JETS,17.265,10,271.2
1618493103394,AMD,66.902,18,1439.1
1618493103394,VNQ,80.836,5,473.4
1618493103394,SPY,348.185,4,1654.28
1618493103394,VBK,233.753,3,847.17
1618493103394,PLTR,26.875,20,482.6
1618493103394,MARA,37.9,18,789.3
1618493103394,VISL,3.263,465,1162.5
1618493103394,SOL,20.951,18,181.26
1618493103394,JMIA,37.52,8,288.88
1618493103394,SNDL,.395,300,271.53
1618493103394,FRX,10.39,100,997
1618493103394,COIN,380,1,342.8
1618493103394,EBS,93.79,4,300
1618493103395,GME,380,1,165.9
1618493103395,TSM,109.15,4,488.6
1618493103395,NIO,42.059,16,595.84
1618493103395,BA,471.8,2,508
1618493403527,TAN,71.648,10,855
1618493403528,AAPL,116.75,6,803.04
1618493403528,SNDL,.395,300,272.94
1618493403528,FRX,10.39,100,997
1618493403528,COIN,380,1,344.75
1618493403528,MSFT,220.34,4,1031.28
1618493403528,TSLA,431.0525,4,2971.64
1618493403528,MMDA1,,1098.4,1098.4
1618493403528,EBS,93.79,4,301.96
1618493403528,AMD,66.902,18,1444.4928
1618493403528,SPY,348.185,4,1655.02
1618493403528,GME,380,1,162.77
1618493403528,VBK,233.753,3,854.61
1618493403528,VISL,3.263,465,1164.267
1618493403528,TSM,109.15,4,486.8
1618493403528,NIO,42.059,16,592.24
1618493403529,BA,471.8,2,506.4
1618493403529,CCIV,35.766,16,350.08
1618493403529,AMC,13.11,10,98.6
1618493403529,TLRY,21.81,20,355
1618493403529,JETS,17.265,10,270.9
1618493403529,VNQ,80.836,5,473.45
1618493403529,PLTR,26.875,20,479.8
1618493403529,MARA,37.9,18,791.46
1618493403529,SOL,20.951,18,182.844
1618493403529,JMIA,37.52,8,287.6
